Datetime,Net demand_t-1,Net demand_t-2,Net demand_t-3,Net demand_t-4,Net demand_t-5,Net demand_t-6,Net demand_t-7,Net demand_t-8,Net demand_t-9,Net demand_t-10,Net demand_t-11,Net demand_t-12,Net demand_t-13,Net demand_t-14,Net demand_t-15,Net demand_t-16,Net demand_t-17,Net demand_t-18,Net demand_t-19,Net demand_t-20,Net demand_t-21,Net demand_t-22,Net demand_t-23,Net demand_t-24,temp_los_angeles_t-1,temp_los_angeles_t-2,temp_los_angeles_t-3,temp_los_angeles_t-4,temp_los_angeles_t-5,temp_los_angeles_t-6,temp_los_angeles_t-7,temp_los_angeles_t-8,temp_los_angeles_t-9,temp_los_angeles_t-10,temp_los_angeles_t-11,temp_los_angeles_t-12,temp_los_angeles_t-13,temp_los_angeles_t-14,temp_los_angeles_t-15,temp_los_angeles_t-16,temp_los_angeles_t-17,temp_los_angeles_t-18,temp_los_angeles_t-19,temp_los_angeles_t-20,temp_los_angeles_t-21,temp_los_angeles_t-22,temp_los_angeles_t-23,temp_los_angeles_t-24,temp_sacramento_t-1,temp_sacramento_t-2,temp_sacramento_t-3,temp_sacramento_t-4,temp_sacramento_t-5,temp_sacramento_t-6,temp_sacramento_t-7,temp_sacramento_t-8,temp_sacramento_t-9,temp_sacramento_t-10,temp_sacramento_t-11,temp_sacramento_t-12,temp_sacramento_t-13,temp_sacramento_t-14,temp_sacramento_t-15,temp_sacramento_t-16,temp_sacramento_t-17,temp_sacramento_t-18,temp_sacramento_t-19,temp_sacramento_t-20,temp_sacramento_t-21,temp_sacramento_t-22,temp_sacramento_t-23,temp_sacramento_t-24,temp_san_francisco_t-1,temp_san_francisco_t-2,temp_san_francisco_t-3,temp_san_francisco_t-4,temp_san_francisco_t-5,temp_san_francisco_t-6,temp_san_francisco_t-7,temp_san_francisco_t-8,temp_san_francisco_t-9,temp_san_francisco_t-10,temp_san_francisco_t-11,temp_san_francisco_t-12,temp_san_francisco_t-13,temp_san_francisco_t-14,temp_san_francisco_t-15,temp_san_francisco_t-16,temp_san_francisco_t-17,temp_san_francisco_t-18,temp_san_francisco_t-19,temp_san_francisco_t-20,temp_san_francisco_t-21,temp_san_francisco_t-22,temp_san_francisco_t-23,temp_san_francisco_t-24,temp_san_jose_t-1,temp_san_jose_t-2,temp_san_jose_t-3,temp_san_jose_t-4,temp_san_jose_t-5,temp_san_jose_t-6,temp_san_jose_t-7,temp_san_jose_t-8,temp_san_jose_t-9,temp_san_jose_t-10,temp_san_jose_t-11,temp_san_jose_t-12,temp_san_jose_t-13,temp_san_jose_t-14,temp_san_jose_t-15,temp_san_jose_t-16,temp_san_jose_t-17,temp_san_jose_t-18,temp_san_jose_t-19,temp_san_jose_t-20,temp_san_jose_t-21,temp_san_jose_t-22,temp_san_jose_t-23,temp_san_jose_t-24,rhum_los_angeles_t-1,rhum_los_angeles_t-2,rhum_los_angeles_t-3,rhum_los_angeles_t-4,rhum_los_angeles_t-5,rhum_los_angeles_t-6,rhum_los_angeles_t-7,rhum_los_angeles_t-8,rhum_los_angeles_t-9,rhum_los_angeles_t-10,rhum_los_angeles_t-11,rhum_los_angeles_t-12,rhum_los_angeles_t-13,rhum_los_angeles_t-14,rhum_los_angeles_t-15,rhum_los_angeles_t-16,rhum_los_angeles_t-17,rhum_los_angeles_t-18,rhum_los_angeles_t-19,rhum_los_angeles_t-20,rhum_los_angeles_t-21,rhum_los_angeles_t-22,rhum_los_angeles_t-23,rhum_los_angeles_t-24,rhum_sacramento_t-1,rhum_sacramento_t-2,rhum_sacramento_t-3,rhum_sacramento_t-4,rhum_sacramento_t-5,rhum_sacramento_t-6,rhum_sacramento_t-7,rhum_sacramento_t-8,rhum_sacramento_t-9,rhum_sacramento_t-10,rhum_sacramento_t-11,rhum_sacramento_t-12,rhum_sacramento_t-13,rhum_sacramento_t-14,rhum_sacramento_t-15,rhum_sacramento_t-16,rhum_sacramento_t-17,rhum_sacramento_t-18,rhum_sacramento_t-19,rhum_sacramento_t-20,rhum_sacramento_t-21,rhum_sacramento_t-22,rhum_sacramento_t-23,rhum_sacramento_t-24,rhum_san_francisco_t-1,rhum_san_francisco_t-2,rhum_san_francisco_t-3,rhum_san_francisco_t-4,rhum_san_francisco_t-5,rhum_san_francisco_t-6,rhum_san_francisco_t-7,rhum_san_francisco_t-8,rhum_san_francisco_t-9,rhum_san_francisco_t-10,rhum_san_francisco_t-11,rhum_san_francisco_t-12,rhum_san_francisco_t-13,rhum_san_francisco_t-14,rhum_san_francisco_t-15,rhum_san_francisco_t-16,rhum_san_francisco_t-17,rhum_san_francisco_t-18,rhum_san_francisco_t-19,rhum_san_francisco_t-20,rhum_san_francisco_t-21,rhum_san_francisco_t-22,rhum_san_francisco_t-23,rhum_san_francisco_t-24,rhum_san_jose_t-1,rhum_san_jose_t-2,rhum_san_jose_t-3,rhum_san_jose_t-4,rhum_san_jose_t-5,rhum_san_jose_t-6,rhum_san_jose_t-7,rhum_san_jose_t-8,rhum_san_jose_t-9,rhum_san_jose_t-10,rhum_san_jose_t-11,rhum_san_jose_t-12,rhum_san_jose_t-13,rhum_san_jose_t-14,rhum_san_jose_t-15,rhum_san_jose_t-16,rhum_san_jose_t-17,rhum_san_jose_t-18,rhum_san_jose_t-19,rhum_san_jose_t-20,rhum_san_jose_t-21,rhum_san_jose_t-22,rhum_san_jose_t-23,rhum_san_jose_t-24,wdir_los_angeles_t-1,wdir_los_angeles_t-2,wdir_los_angeles_t-3,wdir_los_angeles_t-4,wdir_los_angeles_t-5,wdir_los_angeles_t-6,wdir_los_angeles_t-7,wdir_los_angeles_t-8,wdir_los_angeles_t-9,wdir_los_angeles_t-10,wdir_los_angeles_t-11,wdir_los_angeles_t-12,wdir_los_angeles_t-13,wdir_los_angeles_t-14,wdir_los_angeles_t-15,wdir_los_angeles_t-16,wdir_los_angeles_t-17,wdir_los_angeles_t-18,wdir_los_angeles_t-19,wdir_los_angeles_t-20,wdir_los_angeles_t-21,wdir_los_angeles_t-22,wdir_los_angeles_t-23,wdir_los_angeles_t-24,wdir_sacramento_t-1,wdir_sacramento_t-2,wdir_sacramento_t-3,wdir_sacramento_t-4,wdir_sacramento_t-5,wdir_sacramento_t-6,wdir_sacramento_t-7,wdir_sacramento_t-8,wdir_sacramento_t-9,wdir_sacramento_t-10,wdir_sacramento_t-11,wdir_sacramento_t-12,wdir_sacramento_t-13,wdir_sacramento_t-14,wdir_sacramento_t-15,wdir_sacramento_t-16,wdir_sacramento_t-17,wdir_sacramento_t-18,wdir_sacramento_t-19,wdir_sacramento_t-20,wdir_sacramento_t-21,wdir_sacramento_t-22,wdir_sacramento_t-23,wdir_sacramento_t-24,wdir_san_francisco_t-1,wdir_san_francisco_t-2,wdir_san_francisco_t-3,wdir_san_francisco_t-4,wdir_san_francisco_t-5,wdir_san_francisco_t-6,wdir_san_francisco_t-7,wdir_san_francisco_t-8,wdir_san_francisco_t-9,wdir_san_francisco_t-10,wdir_san_francisco_t-11,wdir_san_francisco_t-12,wdir_san_francisco_t-13,wdir_san_francisco_t-14,wdir_san_francisco_t-15,wdir_san_francisco_t-16,wdir_san_francisco_t-17,wdir_san_francisco_t-18,wdir_san_francisco_t-19,wdir_san_francisco_t-20,wdir_san_francisco_t-21,wdir_san_francisco_t-22,wdir_san_francisco_t-23,wdir_san_francisco_t-24,wdir_san_jose_t-1,wdir_san_jose_t-2,wdir_san_jose_t-3,wdir_san_jose_t-4,wdir_san_jose_t-5,wdir_san_jose_t-6,wdir_san_jose_t-7,wdir_san_jose_t-8,wdir_san_jose_t-9,wdir_san_jose_t-10,wdir_san_jose_t-11,wdir_san_jose_t-12,wdir_san_jose_t-13,wdir_san_jose_t-14,wdir_san_jose_t-15,wdir_san_jose_t-16,wdir_san_jose_t-17,wdir_san_jose_t-18,wdir_san_jose_t-19,wdir_san_jose_t-20,wdir_san_jose_t-21,wdir_san_jose_t-22,wdir_san_jose_t-23,wdir_san_jose_t-24,wspd_los_angeles_t-1,wspd_los_angeles_t-2,wspd_los_angeles_t-3,wspd_los_angeles_t-4,wspd_los_angeles_t-5,wspd_los_angeles_t-6,wspd_los_angeles_t-7,wspd_los_angeles_t-8,wspd_los_angeles_t-9,wspd_los_angeles_t-10,wspd_los_angeles_t-11,wspd_los_angeles_t-12,wspd_los_angeles_t-13,wspd_los_angeles_t-14,wspd_los_angeles_t-15,wspd_los_angeles_t-16,wspd_los_angeles_t-17,wspd_los_angeles_t-18,wspd_los_angeles_t-19,wspd_los_angeles_t-20,wspd_los_angeles_t-21,wspd_los_angeles_t-22,wspd_los_angeles_t-23,wspd_los_angeles_t-24,wspd_sacramento_t-1,wspd_sacramento_t-2,wspd_sacramento_t-3,wspd_sacramento_t-4,wspd_sacramento_t-5,wspd_sacramento_t-6,wspd_sacramento_t-7,wspd_sacramento_t-8,wspd_sacramento_t-9,wspd_sacramento_t-10,wspd_sacramento_t-11,wspd_sacramento_t-12,wspd_sacramento_t-13,wspd_sacramento_t-14,wspd_sacramento_t-15,wspd_sacramento_t-16,wspd_sacramento_t-17,wspd_sacramento_t-18,wspd_sacramento_t-19,wspd_sacramento_t-20,wspd_sacramento_t-21,wspd_sacramento_t-22,wspd_sacramento_t-23,wspd_sacramento_t-24,wspd_san_francisco_t-1,wspd_san_francisco_t-2,wspd_san_francisco_t-3,wspd_san_francisco_t-4,wspd_san_francisco_t-5,wspd_san_francisco_t-6,wspd_san_francisco_t-7,wspd_san_francisco_t-8,wspd_san_francisco_t-9,wspd_san_francisco_t-10,wspd_san_francisco_t-11,wspd_san_francisco_t-12,wspd_san_francisco_t-13,wspd_san_francisco_t-14,wspd_san_francisco_t-15,wspd_san_francisco_t-16,wspd_san_francisco_t-17,wspd_san_francisco_t-18,wspd_san_francisco_t-19,wspd_san_francisco_t-20,wspd_san_francisco_t-21,wspd_san_francisco_t-22,wspd_san_francisco_t-23,wspd_san_francisco_t-24,wspd_san_jose_t-1,wspd_san_jose_t-2,wspd_san_jose_t-3,wspd_san_jose_t-4,wspd_san_jose_t-5,wspd_san_jose_t-6,wspd_san_jose_t-7,wspd_san_jose_t-8,wspd_san_jose_t-9,wspd_san_jose_t-10,wspd_san_jose_t-11,wspd_san_jose_t-12,wspd_san_jose_t-13,wspd_san_jose_t-14,wspd_san_jose_t-15,wspd_san_jose_t-16,wspd_san_jose_t-17,wspd_san_jose_t-18,wspd_san_jose_t-19,wspd_san_jose_t-20,wspd_san_jose_t-21,wspd_san_jose_t-22,wspd_san_jose_t-23,wspd_san_jose_t-24,last_24h_mean_t-1,last_24h_mean_t-2,last_24h_mean_t-3,last_24h_mean_t-4,last_24h_mean_t-5,last_24h_mean_t-6,last_24h_mean_t-7,last_24h_mean_t-8,last_24h_mean_t-9,last_24h_mean_t-10,last_24h_mean_t-11,last_24h_mean_t-12,last_24h_mean_t-13,last_24h_mean_t-14,last_24h_mean_t-15,last_24h_mean_t-16,last_24h_mean_t-17,last_24h_mean_t-18,last_24h_mean_t-19,last_24h_mean_t-20,last_24h_mean_t-21,last_24h_mean_t-22,last_24h_mean_t-23,last_24h_mean_t-24,last_week_mean_t-1,last_week_mean_t-2,last_week_mean_t-3,last_week_mean_t-4,last_week_mean_t-5,last_week_mean_t-6,last_week_mean_t-7,last_week_mean_t-8,last_week_mean_t-9,last_week_mean_t-10,last_week_mean_t-11,last_week_mean_t-12,last_week_mean_t-13,last_week_mean_t-14,last_week_mean_t-15,last_week_mean_t-16,last_week_mean_t-17,last_week_mean_t-18,last_week_mean_t-19,last_week_mean_t-20,last_week_mean_t-21,last_week_mean_t-22,last_week_mean_t-23,last_week_mean_t-24,last_week_hour_of_day_mean_t-1,last_week_hour_of_day_mean_t-2,last_week_hour_of_day_mean_t-3,last_week_hour_of_day_mean_t-4,last_week_hour_of_day_mean_t-5,last_week_hour_of_day_mean_t-6,last_week_hour_of_day_mean_t-7,last_week_hour_of_day_mean_t-8,last_week_hour_of_day_mean_t-9,last_week_hour_of_day_mean_t-10,last_week_hour_of_day_mean_t-11,last_week_hour_of_day_mean_t-12,last_week_hour_of_day_mean_t-13,last_week_hour_of_day_mean_t-14,last_week_hour_of_day_mean_t-15,last_week_hour_of_day_mean_t-16,last_week_hour_of_day_mean_t-17,last_week_hour_of_day_mean_t-18,last_week_hour_of_day_mean_t-19,last_week_hour_of_day_mean_t-20,last_week_hour_of_day_mean_t-21,last_week_hour_of_day_mean_t-22,last_week_hour_of_day_mean_t-23,last_week_hour_of_day_mean_t-24,month_of_year_sin,month_of_year_cos,day_of_month,is_weekend,is_holiday
2018-04-11,22117.0,20852.0,19968.0,19264.0,19018.0,19544.0,21398.0,22281.0,18987.0,15868.0,14795.0,14372.0,14715.0,15002.0,16070.0,16503.0,17728.0,19844.0,23491.0,26476.0,27858.0,25881.0,23654.0,20604.0,18.9,18.9,18.3,17.2,16.1,15.6,16.1,16.7,18.3,21.7,22.2,23.3,24.4,25.0,24.4,23.9,22.8,23.3,23.3,19.4,18.3,18.3,17.8,17.2,18.0,18.0,18.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,17.0,17.0,18.0,19.0,19.0,19.0,20.0,19.0,18.0,18.0,17.0,15.5,14.0,13.0,16.7,16.7,15.6,14.4,13.9,13.9,13.9,13.3,13.3,13.9,14.4,16.1,17.8,16.7,17.8,16.1,15.6,14.4,15.0,13.9,13.9,13.3,12.8,12.2,18.9,18.3,17.8,16.7,15.0,14.4,15.0,14.4,15.0,16.7,17.2,18.3,19.4,20.0,19.4,20.6,18.3,17.8,17.2,16.7,16.1,13.9,13.9,13.3,65.0,70.0,70.0,75.0,78.0,83.0,81.0,80.0,73.0,49.0,59.0,52.0,47.0,43.0,47.0,41.0,46.0,36.0,34.0,66.0,63.0,63.0,67.0,72.0,73.0,73.0,73.0,83.0,88.0,88.0,88.0,82.0,72.0,63.0,42.0,45.0,45.0,46.0,46.0,49.0,53.0,68.0,73.0,73.0,77.0,79.5,82.0,82.0,78.0,67.0,67.0,78.0,81.0,77.0,81.0,75.0,84.0,87.0,78.0,70.0,65.0,75.0,73.0,81.0,86.0,97.0,90.0,89.0,87.0,84.0,80.0,80.0,61.0,63.0,67.0,62.0,64.0,70.0,64.0,70.0,72.0,67.0,56.0,52.0,57.0,61.0,68.0,61.0,76.0,75.0,81.0,80.0,75.0,81.0,77.0,75.0,100.0,270.0,20.0,360.0,50.0,110.0,90.0,120.0,120.0,166.66666666666666,213.33333333333331,260.0,270.0,250.0,270.0,270.0,260.0,270.0,260.0,260.0,240.0,250.0,250.0,230.0,130.0,190.0,155.0,120.0,140.0,150.0,150.0,160.0,150.0,170.0,150.0,140.0,150.0,180.0,160.0,160.0,140.0,190.0,170.0,200.0,180.0,170.0,160.0,160.0,300.0,290.0,270.0,300.0,290.0,220.0,220.0,300.0,290.0,310.0,260.0,280.0,250.0,310.0,280.0,280.0,270.0,270.0,260.0,250.0,280.0,270.0,270.0,300.0,320.0,300.0,300.0,300.0,310.0,300.0,250.0,200.0,150.0,250.0,350.0,300.0,290.0,300.0,290.0,320.0,300.0,300.0,320.0,310.0,320.0,300.0,340.0,350.0,13.0,5.4,5.4,7.6,7.6,7.6,5.4,5.4,7.6,0.0,0.0,16.6,13.0,13.0,18.4,20.5,20.5,14.8,13.0,25.9,18.4,11.2,5.4,7.6,13.0,11.2,0.0,9.4,9.4,13.0,9.4,11.2,14.8,11.2,13.0,16.6,18.4,13.0,13.0,7.6,14.8,14.8,11.2,14.8,13.0,14.8,16.6,14.8,13.0,14.8,20.5,14.8,7.6,0.0,7.6,7.6,7.6,11.2,7.6,11.2,7.6,7.6,16.6,27.7,25.9,22.3,16.6,20.5,24.1,20.5,16.6,9.4,7.6,13.0,0.0,14.8,11.2,11.2,0.0,0.0,5.4,9.4,9.4,11.2,14.8,14.8,16.6,5.4,20.5,25.9,24.1,24.1,18.4,13.0,11.2,9.4,,,,,,,,,,,,,,,,,,,,,,,,19845.416666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8878852184023752,0.4600650377311522,11.0,0.0,0.0
2018-04-12,17634.0,16645.0,16088.0,15556.0,16031.0,17207.0,18763.0,20310.0,18668.071065989847,18603.44162436548,18538.812182741116,18474.18274111675,18409.553299492385,18344.92385786802,18280.294416243654,18215.66497461929,18151.035532994923,18086.406091370558,18021.776649746193,17957.147208121827,17892.51776649746,17827.888324873096,17763.25888324873,17698.629441624365,17.2,16.7,15.6,15.0,14.4,15.0,15.0,15.0,16.1,18.3,20.6,19.4,20.0,20.0,21.1,23.3,20.0,20.0,17.2,16.1,15.0,15.0,15.0,15.6,12.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,14.0,14.0,15.0,16.0,16.0,16.0,15.0,14.0,14.0,13.0,9.0,9.0,8.0,11.7,11.7,11.1,10.6,11.1,11.1,11.1,11.1,11.7,12.8,12.8,13.3,14.4,15.0,16.1,14.4,15.6,15.0,14.4,12.8,10.0,10.6,10.6,10.6,12.8,11.7,11.1,9.4,9.4,7.8,9.4,9.4,10.0,12.8,13.9,16.1,16.7,17.8,18.9,18.3,16.1,17.8,16.1,15.0,13.9,11.1,11.1,10.6,72.0,80.0,83.0,81.0,84.0,87.0,87.0,83.0,81.0,70.0,57.0,71.0,68.0,65.0,61.0,56.0,63.0,61.0,75.0,72.0,72.0,75.0,75.0,75.0,88.0,87.0,94.0,87.0,87.0,87.0,87.0,82.0,87.0,77.0,77.0,67.0,63.0,55.0,48.0,55.0,48.0,59.0,55.0,59.0,67.0,93.0,93.0,93.0,83.0,83.0,86.0,89.0,86.0,86.0,89.0,83.0,80.0,72.0,72.0,67.0,62.0,62.0,60.0,65.0,62.0,62.0,70.0,89.0,89.0,92.0,86.0,77.0,74.0,77.0,80.0,83.0,80.0,82.0,83.0,77.0,83.0,72.0,69.0,56.0,44.0,46.0,43.0,48.0,46.0,34.0,44.0,53.0,72.0,86.0,83.0,79.0,176.66666666666666,123.33333333333333,70.0,70.0,100.0,250.0,210.0,30.0,90.0,240.0,240.0,240.0,250.0,240.0,260.0,260.0,250.0,250.0,250.0,260.0,260.0,260.0,220.0,280.0,160.0,150.0,150.0,140.0,130.0,130.0,140.0,170.0,160.0,160.0,130.0,160.0,200.0,200.0,230.0,220.0,180.0,190.0,200.0,190.0,200.0,280.0,220.0,190.0,290.0,280.0,280.0,280.0,270.0,260.0,280.0,280.0,260.0,260.0,220.0,230.0,270.0,250.0,280.0,260.0,240.0,230.0,210.0,190.0,300.0,290.0,280.0,290.0,10.0,340.0,260.0,180.0,230.0,280.0,227.5,175.0,122.5,70.0,70.0,90.0,136.66666666666666,183.33333333333331,230.0,310.0,280.0,190.0,210.0,190.0,220.0,280.0,290.0,280.0,5.4,5.4,5.4,5.4,7.6,7.6,7.6,7.6,11.2,7.6,5.4,18.4,16.6,14.8,11.2,24.1,25.9,33.5,37.1,35.3,29.5,29.5,5.4,20.5,16.6,14.8,11.2,11.2,16.6,16.6,14.8,14.8,16.6,14.8,25.9,22.3,18.4,22.3,24.1,31.7,24.1,25.9,27.7,27.7,29.5,9.4,14.8,11.2,14.8,13.0,13.0,13.0,7.6,16.6,24.1,22.3,18.4,14.8,13.0,7.6,11.2,9.4,44.6,29.5,20.5,27.7,27.7,38.9,27.7,25.9,25.9,33.5,9.4,5.4,0.0,7.6,0.0,5.4,0.0,0.0,0.0,7.6,7.6,11.2,0.0,9.4,9.4,25.9,11.2,18.4,18.4,11.2,33.5,22.3,7.6,13.0,19658.625,19483.333333333332,19321.666666666668,19167.166666666668,19042.708333333332,18945.333333333332,18835.541666666668,18753.416666666668,18740.12796108291,18854.10469543147,19010.09686971235,19181.021150592216,19334.960871404397,19474.249365482232,19566.344966159053,19637.70600676819,19655.332487309643,19582.099407783415,19354.21510152284,18999.26290186125,18584.03447546531,18248.488155668358,18003.040609137053,17881.98350253807,,,,,,,,,,,,,,,,,,,,,,,,,22117.0,20852.0,19968.0,19264.0,19018.0,19544.0,21398.0,22281.0,18987.0,15868.0,14795.0,14372.0,14715.0,15002.0,16070.0,16503.0,17728.0,19844.0,23491.0,26476.0,27858.0,25881.0,23654.0,20604.0,0.8878852184023752,0.4600650377311522,12.0,0.0,0.0
2018-04-13,17634.0,16645.0,16088.0,15556.0,16031.0,17207.0,18763.0,20310.0,17087.0,14206.0,12390.0,11272.0,9901.0,9707.0,10397.0,10632.0,11669.0,13397.0,17803.0,22684.0,24788.0,24579.0,22991.0,20788.0,14.4,14.4,13.9,13.9,13.3,13.3,13.3,13.3,15.0,16.7,17.8,18.9,18.9,19.4,18.9,19.4,19.4,17.8,17.8,18.3,18.3,17.8,17.2,16.7,8.0,7.0,7.0,6.0,5.0,5.0,5.0,4.0,7.0,9.0,10.0,12.0,13.0,14.0,15.0,15.0,15.0,16.0,15.0,15.0,13.0,12.0,12.0,9.0,10.6,10.0,10.0,9.4,9.4,9.4,9.4,8.9,10.0,11.1,12.2,13.3,13.3,13.9,15.0,15.0,15.0,15.0,13.9,12.8,12.2,11.1,10.6,10.6,11.1,10.6,10.6,9.4,8.9,8.3,8.9,8.3,10.0,11.7,12.8,13.9,14.4,15.0,16.1,16.1,15.6,16.1,15.0,13.3,12.2,11.7,11.1,10.6,67.0,70.0,72.0,72.0,75.0,75.0,75.0,72.0,55.0,35.0,30.0,26.0,45.0,39.0,40.0,37.0,34.0,50.0,50.0,33.0,17.0,15.0,17.0,19.0,93.0,93.0,100.0,100.0,100.0,93.0,100.0,100.0,87.0,76.0,58.0,50.0,47.0,41.0,31.0,31.0,33.0,34.0,39.0,45.0,51.0,54.0,50.0,66.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,71.0,71.0,63.0,59.0,55.0,57.0,57.0,55.0,53.0,53.0,53.0,59.0,62.0,64.0,66.0,68.0,74.0,77.0,77.0,77.0,83.0,77.0,80.0,77.0,80.0,71.0,66.0,64.0,53.0,51.0,49.0,42.0,46.0,44.0,44.0,47.0,55.0,53.0,61.0,66.0,68.0,290.0,240.0,270.0,280.0,310.0,300.0,250.0,20.0,320.0,350.0,360.0,320.0,260.0,250.0,270.0,290.0,280.0,270.0,290.0,290.0,330.0,320.0,330.0,350.0,140.0,130.0,130.0,140.0,150.0,160.0,170.0,160.0,110.0,235.0,360.0,250.0,260.0,250.0,330.0,70.0,310.0,20.0,350.0,360.0,10.0,330.0,80.0,330.0,300.0,320.0,320.0,320.0,300.0,300.0,320.0,320.0,330.0,330.0,310.0,340.0,260.0,270.0,280.0,290.0,280.0,280.0,280.0,290.0,290.0,300.0,330.0,310.0,280.0,260.0,260.0,250.0,270.0,240.0,270.0,270.0,230.0,255.0,280.0,310.0,300.0,310.0,290.0,300.0,290.0,310.0,300.0,300.0,290.0,270.0,270.0,250.0,24.1,22.3,25.9,13.0,13.0,5.4,14.8,7.6,9.4,24.1,24.1,35.3,40.7,35.3,37.1,31.7,25.9,27.7,24.1,20.5,20.5,33.5,25.9,29.5,5.4,11.2,14.8,11.2,9.4,0.0,7.6,7.6,11.2,0.0,5.4,11.2,5.4,7.6,11.2,5.4,5.4,5.4,9.4,9.4,7.6,7.6,5.4,9.4,25.9,16.6,20.5,16.6,24.1,22.3,22.3,13.0,13.0,14.8,20.5,14.8,11.2,16.6,27.7,29.5,33.5,31.7,38.9,37.1,27.7,18.4,16.6,18.4,14.8,24.1,11.2,7.6,14.8,5.4,9.4,7.6,7.6,5.4,18.4,27.7,29.5,25.9,22.3,31.7,31.7,31.7,29.5,27.7,22.3,14.8,16.6,9.4,17881.98350253807,17881.98350253807,17881.98350253807,17881.98350253807,17881.98350253807,17881.98350253807,17881.98350253807,17881.98350253807,17816.10554145516,17632.878807106597,17376.678299492385,17076.587351945855,16722.064297800338,16362.150803722505,16033.680203045684,15717.694162436548,15447.60934856176,15252.217428087986,15243.101734348564,15440.053934010153,15727.365693739426,16008.66201353638,16226.484560067684,16355.208333333334,,,,,,,,,,,,,,,,,,,,,,,,,19875.5,18748.5,18028.0,17410.0,17524.5,18375.5,20080.5,21295.5,18827.535532994923,17235.720812182743,16666.906091370558,16423.091370558373,16562.276649746193,16673.46192893401,17175.147208121827,17359.332487309643,17939.51776649746,18965.20304568528,20756.388324873096,22216.57360406091,22875.25888324873,21854.44416243655,20708.629441624365,19151.31472081218,0.8878852184023752,0.4600650377311522,13.0,0.0,0.0
